state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
tn,107,lower,HB 1362,"Judges and Chancellors - As introduced, provides that if complaint filed against a judge and the judge is not reelected, resigns or retires before disposition of the complaint, the court of the judiciary must make the complaint and allegations contained therein public. - Amends TCA Title 4, Chapter 29; Title 8; Title 16; Title 17, Chapter 5 and Title 39, Chapter 16.",2012-02-24 19:51:54.956000,2012-09-08 06:49:37.259000,bill,Judiciary
tn,107,lower,HB 1363,"Court Rules - As introduced, provides that rules adopted by the court of the judiciary may not be inconsistent or in conflict with the statutory provisions establishing the court. - Amends TCA Title 4, Chapter 29; Title 8; Title 16; Title 17, Chapter 5 and Title 39, Chapter 16.",2012-02-24 19:51:54.975000,2012-09-08 06:49:37.264000,bill,Judiciary
tn,107,lower,HB 1364,"Criminal Offenses - As enacted, provides that making a false statement on a declaration, such as under the Uniform Unsworn Foreign Declarations Act, is covered by the offense of perjury. - Amends TCA Section 39-16-702.",2012-02-24 19:51:55.006000,2012-09-08 06:49:37.272000,bill,Crime
tn,107,lower,HB 1365,"Criminal Procedure - As enacted, increases the amount of time a petitioner in a post-conviction relief action has to appeal the ruling of the trial court to the court of criminal appeals on a motion to reopen the petition from 10 to 30 days. - Amends TCA Section 40-30-117(c).",2012-02-24 19:51:55.039000,2012-09-08 06:49:37.291000,bill,Legal Issues|Crime
tn,107,lower,HB 1366,"Courts - As introduced, changes burden of proof necessary to cause investigation of a judge for misconduct from a reasonable person believing there is a substantial probability that misconduct occurred to probable cause that the misconduct occurred. - Amends TCA Title 4, Chapter 29; Title 8; Title 16; Title 17, Chapter 5 and Title 39, Chapter 16.",2012-02-24 19:51:55.065000,2012-09-08 06:49:37.309000,bill,Judiciary|Legal Issues
tn,107,lower,HB 1367,"Judges and Chancellors - As introduced, authorizes the investigative panel of the court of the judiciary to request that a judge file a written response to a complaint filed against the judge within 20, rather than 30, days after service of notice. - Amends TCA Title 17, Chapter 5.",2012-02-24 19:51:55.082000,2012-09-08 06:49:37.314000,bill,Judiciary
tn,107,lower,HB 1368,"Courts, Administrative Office of the - As introduced, reestablishes the judicial council with a sunset date of two years; requires judicial council to meet twice a year while legislature is in session. - Amends TCA Title 4, Chapter 29, Part 2 and Title 16, Chapter 21, Part 1.",2012-02-24 19:51:55.100000,2012-09-08 06:49:37.318000,bill,Judiciary|Legislative Affairs|Legal Issues
tn,107,lower,HB 137,"Taxes - As enacted, removes the property tax on stocks for loan, investment, and cemetery companies; specifies the manner in which the excise tax on such companies would be allocated. - Amends TCA Title 67.",2012-02-24 19:51:20.921000,2012-10-18 07:07:08.335000,bill,"Budget, Spending, and Taxes"
tn,107,lower,HB 1371,"Annexation - As introduced, restores the right to trial by jury in quo warranto actions contesting the validity of municipal annexation. - Amends TCA Section 6-58-111.",2012-02-24 19:51:55.167000,2012-09-08 06:49:37.358000,bill,Legal Issues
tn,107,lower,HB 1372,"Local Education Agencies - As introduced, requires that the salary of the director of schools not be higher in any given fiscal year than the salary paid to the county mayor for the same fiscal year. - Amends TCA Section 49-2-203 and Section 49-2-301.",2012-02-24 19:51:55.184000,2012-09-08 06:49:37.362000,bill,State Agencies|Education
tn,107,lower,HB 1373,"County Government - As introduced, deletes the authority of the county legislative body to confirm appointments made by the county mayor to county boards and commissions and department heads. - Amends TCA Section 5-6-106.",2012-02-24 19:51:55.200000,2012-09-08 06:49:37.366000,bill,Municipal and County Issues
tn,107,lower,HB 1374,"County Government - As introduced, changes the required vote of the county legislative body to override the veto of the county mayor from a majority vote to a two-thirds vote. - Amends TCA Section 5-6-107.",2012-02-24 19:51:55.216000,2012-09-08 06:49:37.369000,bill,Municipal and County Issues
tn,107,lower,HB 1376,"Municipal Government - As enacted, revises the municipal gas system tax equivalent law. 

 - Amends TCA Title 7.",2012-02-24 19:51:55.344000,2012-09-08 06:49:37.398000,bill,Municipal and County Issues
tn,107,lower,HB 1377,"Special License Plates - As introduced, authorizes issuance of two memorial license plates to recipients of the Distinguished Flying Cross and the Air Medal. - Amends TCA Title 55, Chapter 4.",2012-02-24 19:51:55.367000,2012-09-08 06:49:37.426000,bill,Transportation
tn,107,lower,HB 1378,"Immigration - As enacted, enacts the Tennessee Lawful Employment Act; revises other provisions of law regarding employment of persons unlawfully present in the country. - Amends TCA Title 3; Title 4; Title 5; Title 6; Title 7; Title 8; Title 12; Title 39 and Title 50.",2012-02-24 19:51:55.431000,2012-09-08 06:49:37.437000,bill,Immigration
tn,107,lower,HB 1379,"Immigration - As enacted, enacts the ""Eligibility Verification for Entitlements Act."" - Amends TCA Title 4; Title 68 and Title 71.",2012-02-24 19:51:55.469000,2012-10-18 07:07:28.659000,bill,Immigration
tn,107,lower,HB 138,"DUI Offenses - As introduced, lowers the DUI enhancement that would require an ignition interlock from .15 percent to .08 percent and removes the DUI enhancements that would require an ignition interlock relative to implied consent. - Amends TCA Title 38; Title 39; Title 40 and Title 55.",2012-02-24 19:51:20.942000,2012-09-08 06:49:19.120000,bill,Transportation|Legal Issues
tn,107,lower,HB 1381,"Business and Commerce - As introduced, removes repeated language in the provisions governing the qualifications for a barber instructor. - Amends TCA Title 4; Title 7; Title 8; Title 46; Title 47; Title 48; Title 50; Title 56; Title 62; Title 63 and Title 68.",2012-02-24 19:51:55.516000,2012-10-18 07:07:28.715000,bill,Commerce|Business and Consumers
tn,107,lower,HB 1382,"Business and Commerce - As introduced, clarifies that renewal of contractor license must be effectuated 30 days prior to expiration. - Amends TCA Title 4; Title 6; Title 7; Title 8; Title 26, Chapter 7; Title 46; Title 47; Title 48; Title 50; Title 56; Title 62; Title 63 and Title 68.",2012-02-24 19:51:55.533000,2012-10-18 07:07:28.721000,bill,Commerce|Business and Consumers
tn,107,lower,HB 1384,"Administrative Procedure (UAPA) - As enacted, specifies, with certain exceptions, that new fee or fee increase promulgated by state agency rule in accordance with UAPA will take effect on the July 1 following the expiration of the 90-days after filing with the secretary of state. - Amends TCA Title 4, Chapter 5, Part 2.",2012-02-24 19:51:55.591000,2012-09-08 06:49:37.544000,bill,Judiciary
tn,107,lower,HB 1385,"Public Funds and Financing - As introduced, enacts the ""Tennessee Food Desert Relief Act."" - Amends TCA Title 4; Title 5; Title 6; Title 7; Title 9; Title 13; Title 67, Chapter 5 and Title 68.",2012-02-24 19:51:55.614000,2012-09-08 06:49:37.591000,bill,"Budget, Spending, and Taxes"
tn,107,lower,HB 1386,"Game and Fish Laws - As introduced, authorizes hunting wild hogs at all times in Overton County. - Amends TCA Section 70-4-116.",2012-02-24 19:51:55.630000,2012-09-08 06:49:37.595000,bill,Agriculture and Food|Animal Rights and Wildlife Issues
tn,107,lower,HB 1387,"Education - As introduced, authorizes the Knox County board of education to enter into capital leases and build-to-suit capital leases of real or personal property for the use, construction, repair or renovation of school buildings and facilities. - Amends TCA Title 5; Title 6; Title 7; Title 9 and Title 49, Chapter 2.",2012-02-24 19:51:55.650000,2012-10-13 07:50:37.595000,bill,Education
tn,107,lower,HB 1388,"Teachers, Principals  and School Personnel - As introduced, reforms system of K-12 teacher tenure. - Amends TCA Section 8-36-821 and Title 49.",2012-02-24 19:51:55.669000,2012-10-18 07:07:28.821000,bill,Education
tn,107,lower,HB 1389,"Vocational Training and Rehabilitation - As introduced, requires state board of education to notify local school systems of specific prerequisite requirements and the courses of study for which the prerequisites apply at least one year prior to the effective date of any prerequisite courses for vocational technical education. - Amends TCA Title 49.",2012-02-24 19:51:55.685000,2012-09-08 06:49:37.606000,bill,Labor and Employment
tn,107,lower,HB 139,"DUI Offenses - As introduced, lowers the DUI enhancement that would require an ignition interlock from .15 percent to .08 percent and removes the DUI enhancements that would require an ignition interlock relative to implied consent. - Amends TCA Title 38; Title 39; Title 40 and Title 55.",2012-02-24 19:51:20.960000,2012-09-08 06:49:19.124000,bill,Transportation|Legal Issues
tn,107,lower,HB 1390,"Textbooks - As introduced, makes changes to the membership and terms of members on the textbook commission; provides that textbooks shall be available to any citizen at the citizen's expense; allows commission to appoint subject matter experts to advise the commission. - Amends TCA Title 49, Chapter 6, Part 22.",2012-02-24 19:51:55.705000,2012-09-08 06:49:37.610000,bill,Education
tn,107,lower,HB 1391,"Lending Agencies - As enacted, revises various provisions of law regarding deferred presentment services. - Amends TCA Title 45, Chapter 17.",2012-02-24 19:51:55.753000,2012-09-08 06:49:37.617000,bill,State Agencies
tn,107,lower,HB 1392,"Lending Agencies - As introduced, redefines check and defines payment instrument for the purposes of the Deferred Presentment Services Act. - Amends TCA Title 45, Chapter 17.",2012-02-24 19:51:55.773000,2012-09-08 06:49:37.633000,bill,State Agencies
tn,107,lower,HB 1393,"Lending Agencies - As introduced, redefines check and defines payment instrument for the purposes of the Deferred Presentment Services Act. - Amends TCA Section 45-17-102; Section 45-17-103; Section 45-17-104; Section 45-17-105; Section 45-17-106; Section 45-17-107; Section 45-17-108; Section 45-17-109; Section 45-17-110; Section 45-17-111; Section 45-17-113; Section 45-17-114; Section 45-17-115; Section 45-17-116; Section 45-17-117; Section 45-17-118 and Section 45-17-119.",2012-02-24 19:51:55.794000,2012-09-08 06:49:37.637000,bill,State Agencies
tn,107,lower,HB 1394,"Short Term Loans and Lenders - As introduced, lowers the required amount of net assets that an applicant must have to be eligible for a pawnbroker's license from $75,000 to $50,000. - Amends TCA Title 45, Chapter 6.",2012-02-24 19:51:55.811000,2012-09-08 06:49:37.640000,bill,"Budget, Spending, and Taxes"
tn,107,lower,HB 1395,"Lending Agencies - As introduced, requires reports concerning title pledge lenders to be submitted annually rather than biennially. - Amends TCA Title 45, Chapter 15.",2012-02-24 19:51:55.827000,2012-09-08 06:49:37.644000,bill,State Agencies
tn,107,lower,HB 1396,"Taxes, Income - As introduced, establishes tax credit for angel investors who invest in qualified Tennessee businesses. - Amends TCA Title 67, Chapter 2.",2012-02-24 19:51:55.846000,2012-10-11 07:50:16.606000,bill,"Labor and Employment|Budget, Spending, and Taxes"
tn,107,lower,HB 1397,"Driver Licenses - As enacted, authorizes certain persons with a disability to obtain photo identification license upon proof of identity to the satisfaction of the commissioner of safety. - Amends TCA Title 55, Chapter 50, Part 3.",2012-02-24 19:51:55.879000,2012-09-08 06:49:37.655000,bill,Transportation
tn,107,lower,HB 1398,"Domestic Violence - As introduced, requires law enforcement officer investigating an allegation of domestic abuse to file a report with the officer's supervisor within 48 hours of the initial investigation whenever possible. - Amends TCA Title 36 and Title 39.",2012-02-24 19:51:55.901000,2012-09-08 06:49:37.673000,bill,Legal Issues|Family and Children Issues
tn,107,lower,HB 14,"Lottery, Scholarships and Programs - As introduced, changes high school academic eligibility requirements for initial receipt of the HOPE scholarship. - Amends TCA Title 49, Chapter 4, Part 9.",2012-02-24 19:51:17.521000,2012-10-13 07:50:06.973000,bill,Education|Gambling and Gaming
tn,107,lower,HB 140,"DUI Offenses - As enacted, clarifies various provisions of the ignition interlock requirements for certain DUI offenders. - Amends TCA Title 7; Title 29; Title 37; Title 38; Title 39; Title 40; Title 41; Title 49; Title 55; Title 68 and Title 71.",2012-02-24 19:51:20.992000,2012-09-08 06:49:19.132000,bill,Transportation|Legal Issues
tn,107,lower,HB 1403,"Highways, Roads and Bridges - As introduced, decreases toll bridge rate for a four-horse wagon, loaded or unloaded, from 35¢ to 25¢. - Amends TCA Title 54.",2012-02-24 19:51:55.988000,2012-09-08 06:49:37.694000,bill,Transportation
tn,107,lower,HB 1406,"Corporations, For Profit - As introduced, increases from 11 months to one year the period of time in which an appointment of proxy is effective by a shareholder in a for-profit corporation. - Amends TCA Title 48.",2012-02-24 19:51:56.042000,2012-10-18 07:07:28.973000,bill,Business and Consumers
tn,107,lower,HB 1407,"Uniform Commercial Code - As introduced, allows a warehouse to require payment from a person whose unfixed storage period has expired at least 45 days, instead of 30 days, after sending proper notice to the person. - Amends TCA Title 47.",2012-02-24 19:51:56.058000,2012-10-18 07:07:28.979000,bill,Commerce
